PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Venters, Bryan J.; Wachi, Shinichiro; Mavrich, Travis N.; Andersen, Barbara E.; Jena, Peony; Sinnamon, Andrew J.; Jain, Priyanka; Rolleri, Noah S.; Jiang, Cizhong; Hemeryck-Walsh, Christine; Pugh, B. Franklin					Mavrich, Travis/0000-0001-9252-5020			A Comprehensive Genomic Binding Map of Gene and Chromatin Regulatory Proteins in Saccharomyces								MOLECULAR CELL				41	4			480	492		10.1016/j.molcel.2011.01.015				FEB 18 2011	2011	Hundreds of different proteins regulate and implement transcription in Saccharomyces. Yet their interrelationships have not been investigated on a comprehensive scale. Here we determined the genome-wide binding locations of 200 transcription-related proteins, under normal and acute heat-shock conditions. This study distinguishes binding between distal versus proximal promoter regions as well as the 3' ends of genes for nearly all mRNA and tRNA genes. This study reveals (1) a greater diversity and specialization of regulation associated with the SAGA transcription pathway compared to the TFIID pathway, (2) new regulators enriched at tRNA genes, (3) a global co-occupancy network of >20,000 unique regulator combinations that show a high degree of regulatory interconnections among lowly expressed genes, (4) regulators of the SAGA pathway located largely distal to the core promoter and regulators of the TFIID pathway located proximally, and (5) distinct mobilization of SAGA- versus TFIID-linked regulators during acute heat shock.									183	1	0	0	181	0	187	0	15	1097-2765	1097-4164		WOS:000287773300012	21329885	
J	Zhao, Zhongming; Jiang, Cizhong								Features of Recent Codon Evolution: A Comparative Polymorphism-Fixation Study								JOURNAL OF BIOMEDICINE AND BIOTECHNOLOGY										202918	10.1155/2010/202918				2010	2010	Features of amino-acid and codon changes can provide us important insights on protein evolution. So far, investigators have often examined mutation patterns at either interspecies fixed substitution or intraspecies nucleotide polymorphism level, but not both. Here, we performed a unique analysis of a combined set of intra-species polymorphisms and inter-species substitutions in human codons. Strong difference in mutational pattern was found at codon positions 1, 2, and 3 between the polymorphism and fixation data. Fixation had strong bias towards increasing the rarest codons but decreasing the most frequently used codons, suggesting that codon equilibrium has not been reached yet. We detected strong CpG effect on CG-containing codons and subsequent suppression by fixation. Finally, we detected the signature of purifying selection against A vertical bar U dinucleotides at synonymous dicodon boundaries. Overall, fixation process could effectively and quickly correct the volatile changes introduced by polymorphisms so that codon changes could be gradual and directional and that codon composition could be kept relatively stable during evolution.									2	0	0	0	2	0	2	0	2	1110-7243			WOS:000279771500001	20622912	
J	Koerber, R. Thomas; Rhee, Ho Sung; Jiang, Cizhong; Pugh, B. Franklin								Interaction of Transcriptional Regulators with Specific Nucleosomes across the Saccharomyces Genome								MOLECULAR CELL				35	6			889	902		10.1016/j.molcel.2009.09.011				SEP 24 2009	2009	A canonical nucleosome architecture around promoters establishes the context in which proteins regulate gene expression. Whether gene regulatory proteins that interact with nucleosomes are selective for individual nucleosome positions across the genome is not known. Here, we examine on a genomic scale several protein-nucleosome interactions, including those that (1) bind histones (Bdf1/SWR1 and Srm1), (2) bind specific DNA sequences (Rap1 and Reb1), and (3) potentially collide with nucleosomes during transcription (RNA polymerase 11). We find that the Bdf1/SWR1 complex forms a dinucleosome complex that is selective for the +1 and +2 nucleosomes of active genes. Rap1 selectively binds to its cognate site on the rotationally exposed first and second helical turn of nucleosomal DNA. We find that a transcribing RNA polymerase creates a delocalized state of resident nucleosomes. These findings suggest that nucleosomes around promoter regions have position-specific functions and that some gene regulators have position-specific nucleosomal interactions.									83	0	0	0	80	0	84	0	5	1097-2765	1097-4164		WOS:000270559100021	19782036	
J	Jiang, Cizhong; Pugh, B. Franklin								Identification and Nomenclature of the Consensus Nucleosomes Across the Yeast Genome								JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS				26	6		207	922	922						JUN 2009	2009										0	0	0	0	0	0	0	0	0	0739-1102	1538-0254		WOS:000266300700218		
J	Jiang, Cizhong; Pugh, B. Franklin								Nucleosome positioning and gene regulation: advances through genomics								NATURE REVIEWS GENETICS				10	3			161	172		10.1038/nrg2522				MAR 2009	2009	Knowing the precise locations of nucleosomes in a genome is key to understanding how genes are regulated. Recent 'next generation' ChIP-chip and ChIP-Seq technologies have accelerated our understanding of the basic principles of chromatin organization. Here we discuss what high-resolution genome-wide maps of nucleosome positions have taught us about how nucleosome positioning demarcates promoter regions and transcriptional start sites, and how the composition and structure of promoter nucleosomes facilitate or inhibit transcription. A detailed picture is starting to emerge of how diverse factors, including underlying DNA sequences and chromatin remodelling complexes, influence nucleosome positioning.									612	18	1	0	553	1	627	11	119	1471-0056	1471-0064		WOS:000263457000009	19204718	
J	Jiang, Cizhong; Pugh, B. Franklin								A compiled and systematic reference map of nucleosome positions across the Saccharomyces cerevisiae genome								GENOME BIOLOGY				10	10					R109	10.1186/gb-2009-10-10-r109				2009	2009	Nucleosomes have position-specific functions in controlling gene expression. A complete systematic genome-wide reference map of absolute and relative nucleosome positions is needed to minimize potential confusion when referring to the function of individual nucleosomes (or nucleosome-free regions) across datasets. We compiled six high-resolution genome-wide maps of Saccharomyces cerevisiae nucleosome positions from multiple labs and detection platforms, and report new insights. Data downloads, reference position assignment software, queries, and a visualization browser are available online http://atlas.bx.psu.edu/.									163	4	0	0	156	0	167	0	13	1474-760X			WOS:000272227000011	19814794	
J	Mavrich, Travis N.; Ioshikhes, Ilya P.; Venters, Bryan J.; Jiang, Cizhong; Tomsho, Lynn P.; Qi, Ji; Schuster, Stephan C.; Albert, Istvan; Pugh, B. Franklin				QI, JI/E-2797-2016; Albert, Istvan/J-3734-2015	Albert, Istvan/0000-0001-8366-984X; Mavrich, Travis/0000-0001-9252-5020			A barrier nucleosome model for statistical positioning of nucleosomes throughout the yeast genome								GENOME RESEARCH				18	7			1073	1083		10.1101/gr.078261.108				JUL 2008	2008	Most nucleosomes are well-organized at the 5' ends of S. cerevisiae genes where "-1" and "+1" nucleosomes bracket a nucleosome-free promoter region (NFR). How nucleosomal organization is specified by the genome is less clear. Here we establish and inter-relate rules governing genomic nucleosome organization by sequencing DNA from more than one million immunopurified S. cerevisiae nucleosomes ( displayed at http://atlas.bx.psu.edu/). Evidence is presented that the organization of nucleosomes throughout genes is largely a consequence of statistical packing principles. The genomic sequence specifies the location of the -1 and +1 nucleosomes. The +1 nucleosome forms a barrier against which nucleosomes are packed, resulting in uniform positioning, which decays at farther distances from the barrier. We present evidence for a novel 3' NFR that is present at > 95% of all genes. 3' NFRs may be important for transcription termination and anti-sense initiation. We present a high-resolution genome-wide map of TFIIB locations that implicates 3' NFRs in gene looping.									469	7	0	0	438	0	476	0	29	1088-9051	1549-5469		WOS:000257249100007	18550805	
J	Albert, Istvan; Wachi, Shinichiro; Jiang, Cizhong; Pugh, Franklin				Albert, Istvan/J-3734-2015	Albert, Istvan/0000-0001-8366-984X			GeneTrack - a genomic data processing and visualization framework								BIOINFORMATICS				24	10			1305	1306		10.1093/bioinformatics/btn119				MAY 15 2008	2008	Motivation: High-throughput ChIP-chip and ChIP-seq methodologies generate sufficiently large data sets that analysis poses significant informatics challenges, particularly for research groups with modest computational support. To address this challenge, we devised a software platform for storing, analyzing and visualizing high resolution genome-wide binding data. GeneTrack automates several steps of a typical data processing pipeline, including smoothing and peak detection, and facilitates dissemination of the results via the web. Our software is freely available via the Google Project Hosting environment at http://genetrack.googlecode.com.									72	1	0	0	70	0	72	0	7	1367-4803	1460-2059		WOS:000255756500013	18388141	
J	Mavrich, Travis N.; Jiang, Cizhong; Ioshikhes, Ilya P.; Li, Xiaoyong; Venters, Bryan J.; Zanton, Sara J.; Tomsho, Lynn P.; Qi, Ji; Glaser, Robert L.; Schuster, Stephan C.; Gilmour, David S.; Albert, Istvan; Pugh, B. Franklin				QI, JI/E-2797-2016; Albert, Istvan/J-3734-2015	Mavrich, Travis/0000-0001-9252-5020; Albert, Istvan/0000-0001-8366-984X			Nucleosome organization in the Drosophila genome								NATURE				453	7193			358	U27		10.1038/nature06929				MAY 15 2008	2008	Comparative genomics of nucleosome positions provides a powerful means for understanding how the organization of chromatin and the transcription machinery co-evolve. Here we produce a high-resolution reference map of H2A.Z and bulk nucleosome locations across the genome of the fly Drosophila melanogaster and compare it to that from the yeast Saccharomyces cerevisiae. Like Saccharomyces, Drosophila nucleosomes are organized around active transcription start sites in a canonical -1, nucleosome-free region, +1 arrangement. However, Drosophila does not incorporate H2A.Z into the -1 nucleosome and does not bury its transcriptional start site in the +1 nucleosome. At thousands of genes, RNA polymerase II engages the +1 nucleosome and pauses. How the transcription initiation machinery contends with the +1 nucleosome seems to be fundamentally different across major eukaryotic lines.									497	17	3	0	469	0	511	1	28	0028-0836	1476-4687		WOS:000255868400044	18408708	
J	Kuo, Po-Hsiu; Kalsi, Gursharan; Prescott, Carol A.; Hodgkinson, Colin A.; Goldman, David; van den Oord, Edwin J.; Alexander, Jeffry; Jiang, Cizhong; Sullivan, Patrick F.; Patterson, Diana G.; Walsh, Dermot; Kendler, Kenneth S.; Riley, Brien P.				Majid, Salma/AAT-2616-2020; Kuo, Po-Hsiu/H-9882-2013; Kendler, Kenneth/AAF-2876-2019; Goldman, David/F-9772-2010	Majid, Salma/0000-0002-1724-5405; Goldman, David/0000-0002-1724-5405; Kuo, Po-Hsiu/0000-0003-0365-3587			Association of ADH and ALDH genes with alcohol dependence in the Irish Affected Sib Pair Study of alcohol dependence (IASPSAD) sample								ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH				32	5			785	795		10.1111/j.1530-0277.2008.00642.x				MAY 2008	2008	Background: The genes coding for ethanol metabolism enzymes [alcohol dehydrogenase (ADH) and aldehyde dehydrogenase (ALDH)] have been widely studied for their influence on the risk to develop alcohol dependence (AD). However, the relation between polymorphisms of these metabolism genes and AD in Caucasian subjects has not been clearly established. The present study examined evidence for the association of alcohol metabolism genes with AD in the Irish Affected Sib Pair Study of alcohol dependence.Methods: We conducted a case-control association study with 575 independent subjects who met Diagnostic and Statistical Manual of Mental Disorders, 4th Edition, AD diagnosis and 530 controls. A total of 77 single nucleotide polymorphisms (SNPs) in the seven ADH (ADH1-7) and two ALDH genes (ALDH1A1 and ALDH2) were genotyped using the Illumina GoldenGate protocols. Several statistical procedures were implemented to control for false discoveries.Results: All markers with minor allele frequency greater than 0.01 were in Hardy-Weinberg equilibrium. Numerous SNPs in ADH genes showed association with AD, including one marker in the coding region of ADH1C (rs1693482 in exon6, Ile271Gln). Haplotypic association was observed in the ADH5 and ADH1C genes, and in a long haplotype block formed by the ADH1A and ADH1B loci. We detected two significant interactions between pairs of markers in intron 6 of ADH6 and intron 12 of ALDH2 (p = 5 x 10(-5)), and 5' of both ADH4 and A DH1A (p = 2 x 10(-4)).Conclusion: We found evidence for the association of several ADH genes with AD in a sample of Western European origin. The significant interaction effects between markers in ADH and ALDH genes suggest possible epistatic roles between alcohol metabolic enzymes in the risk for AD.									69	1	0	0	57	1	71	0	13	0145-6008			WOS:000255598000011	18331377	
J	Lee, Chanhyo; Li, Xiaoyong; Hechmer, Aaron; Eisen, Michael; Biggin, Mark D.; Venters, Bryan J.; Jiang, Cizhong; Li, Jian; Pugh, B. Franklin; Gilmour, David S.				Li, Jian/N-7001-2014	Eisen, Michael/0000-0002-7528-738X			NELF and GAGA factor are linked to promoter-proximal pausing at many genes in Drosophila								MOLECULAR AND CELLULAR BIOLOGY				28	10			3290	3300		10.1128/MCB.02224-07				MAY 2008	2008	Recent analyses of RNA polymerase II (Pol II) revealed that Pol II is concentrated at the promoters of many active and inactive genes. NELF causes Pol II to pause in the promoter-proximal region of the hsp70 gene in Drosophila melanogaster. In this study, genome-wide location analysis (chromatin immunoprecipitation-microarray chip [ChIP-chip] analysis) revealed that NELF is concentrated at the 5' ends of 2,111 genes in Drosophila cells. Permanganate genomic footprinting was used to determine if paused Pol II colocalized with NELF. Forty-six of 56 genes with NELF were found to have paused Pol II. Pol 11 pauses 30 to 50 nucleotides downstream from transcription start sites. Analysis of DNA sequences in the vicinity of paused Pol II identified a conserved DNA sequence that probably associates with TFIID but detected no evidence of RNA secondary structures or other conserved sequences that might directly control elongation. ChIP-chip experiments indicate that GAGA factor associates with 39% of the genes that have NELF. Surprisingly, NELF associates with almost one-half of the most highly expressed genes, indicating that NELF is not necessarily a repressor of gene expression. NELF-associated pausing of Pol H might be an obligatory but sometimes transient checkpoint during the transcription cycle.									145	0	3	0	141	0	149	1	10	0270-7306	1098-5549		WOS:000255600800018	18332113	
J	Jiang, Cizhong; Han, Leng; Su, Bing; Li, Wen-Hsiung; Zhao, Zhongming				Han, Leng/G-5093-2012	Li, Wen-Hsiung/0000-0003-1086-1456; Han, Leng/0000-0002-7380-2640			Features and trend of loss of promoter-associated CpG islands in the human and mouse genomes								MOLECULAR BIOLOGY AND EVOLUTION				24	9			1991	2000		10.1093/molbev/msm128				SEP 2007	2007	CpG islands (CGIs) are often considered as gene markers, but the number of CGIs varies among mammalian genomes that have similar numbers of genes. In this study, we investigated the distribution of CGIs in the promoter regions of 3,197 human-mouse orthologous gene pairs and found that the mouse genome has notably fewer CGIs in the promoter regions and less pronounced CGI characteristics than does the human genome. We further inferred CGI's ancestral state using the dog genome as a reference and examined the nucleotide substitution pattern and the mutational direction in the conserved regions of human and mouse CGIs. The results reveal many losses of CGIs in both genomes but the loss rate in the mouse lineage is two to four times the rate in the human lineage. We found an intriguing feature of CGI loss, namely that the loss of a CGI usually starts from erosion at the both edges and gradually moves towards the center. We found functional bias in the genes that have lost promoter-associated CGIs in the human or mouse lineage. Finally, our analysis indicates that the association of CGIs with housekeeping genes is not as strong as previously estimated. Our study provides a detailed view of the evolution of promoter-associated CGIs in the human and mouse genomes and our findings are helpful for understanding the evolution of mammalian genomes and the role of CGIs in gene function.									34	1	0	0	30	0	35	0	4	0737-4038	1537-1719		WOS:000249587200010	17591602	
J	Zhao, Zhongming; Jiang, Cizhong								Methylation-dependent transition rates are dependent on local sequence lengths and genomic regions								MOLECULAR BIOLOGY AND EVOLUTION				24	1			23	25		10.1093/molbev/msl156				JAN 2007	2007	Recently, Fryxell and Moon (2005) examined methylation-dependent transition rates (5(m)C deamination rates), which were calculated by the difference between the CpG transition and GpC transition rates, using 4,437 transition mutations in CpG or GpC dinucleotides. They concluded that 5(m)C deamination rates were highly dependent on local GC content but not on local sequence lengths over which GC content was calculated or the genomic regions where the mutations occurred. Here, we reexamined these statements by using 292,216 CpG -> TpG/CpA and GpC -> GpT/ApC mutations, an increase of 66 times as much data. Contrary to Fryxell and Moon's conclusions, our analysis indicated that 5(m)C deamination rates in the human genome were dependent on both the local sequence length and the genomic region. Some explanations for their conclusions were provided.									29	2	0	0	25	0	29	0	1	0737-4038			WOS:000243069700006	17056644	
J	Seo, Daekwan; Jiang, Cizhong; Zhao, Zhongming								A novel statistical method to estimate the effective SNP size in vertebrate genomes and categorized genomic regions								BMC GENOMICS				7						329	10.1186/1471-2164-7-329				DEC 29 2006	2006	Background: The local environment of single nucleotide polymorphisms ( SNPs) contains abundant genetic information for the study of mechanisms of mutation, genome evolution, and causes of diseases. Recent studies revealed that neighboring-nucleotide biases on SNPs were strong and the genome-wide bias patterns could be represented by a small subset of the total SNPs. It remains unsolved for the estimation of the effective SNP size, the number of SNPs that are sufficient to represent the bias patterns observed from the whole SNP data.Results: To estimate the effective SNP size, we developed a novel statistical method, SNPKS, which considers both the statistical and biological significances. SNPKS consists of two major steps: to obtain an initial effective size by the Kolmogorov-Smirnov test (KS test) and to find an intermediate effective size by interval evaluation. The SNPKS algorithm was implemented in computer programs and applied to the real SNP data. The effective SNP size was estimated to be 38,200, 39,300, 38,000, and 38,700 in the human, chimpanzee, dog, and mouse genomes, respectively, and 39,100, 39,600, 39,200, and 42,200 in human intergenic, genic, intronic, and CpG island regions, respectively.Conclusion: SNPKS is the first statistical method to estimate the effective SNP size. It runs efficiently and greatly outperforms the algorithm implemented in SNPNB. The application of SNPKS to the real SNP data revealed the similar small effective SNP size (38,000-42,200) in the human, chimpanzee, dog, and mouse genomes as well as in human genomic regions. The findings suggest strong influence of genetic factors across vertebrate genomes.									0	0	0	0	0	0	0	0	1	1471-2164			WOS:000243512900001	17196097	
J	Jiang, Cizhong; Zhao, Zhongming								Directionality of point mutation and 5-methylcytosine deamination rates in the chimpanzee genome								BMC GENOMICS				7						316	10.1186/1471-2164-7-316				DEC 13 2006	2006	Background: The pattern of point mutation is important for studying mutational mechanisms, genome evolution, and diseases. Previous studies of mutation direction were largely based on substitution data from a limited number of loci. To date, there is no genome-wide analysis of mutation direction or methylation-dependent transition rates in the chimpanzee or its categorized genomic regions.Results: In this study, we performed a detailed examination of mutation direction in the chimpanzee genome and its categorized genomic regions using 588,918 SNPs whose ancestral alleles could be inferred by mapping them to human genome sequences. The C. T ( G. A) changes occurred most frequently in the chimpanzee genome. Each type of transition occurred approximately four times more frequently than each type of transversion. Notably, the frequency of C -> T (G -> A) was the highest in exons among the genomic categories regardless of whether we calculated directly, normalized with the nucleotide content, or removed the SNPs involved in the CpG effect. Moreover, the directionality of the point mutation in exons and CpG islands were opposite relative to their corresponding intergenic regions, indicating that different forces govern the nucleotide changes. Our analysis suggests that the GC content is not in equilibrium in the chimpanzee genome. Further quantitative analysis revealed that the 5-methylcytosine deamination rates at CpG sites were highly dependent on the local GC content and the lengths of SNP flanking sequences and varied among categorized genomic regions.Conclusion: We present the first mutational spectrum, estimated by three different approaches, in the chimpanzee genome. Our results provide detailed information on recent nucleotide changes and methylation-dependent transition rates in the chimpanzee genome after its split from the human. These results have important implications for understanding genome composition evolution, mechanisms of point mutation, and other genetic factors such as selection, biased codon usage, biased gene conversion, and recombination.									16	0	0	0	15	0	16	0	1	1471-2164			WOS:000243332800003	17166280	
J	Jiang, Cizhong; Zhao, Zhongming								Mutational spectrum in the recent human genome inferred by single nucleotide polymorphisms								GENOMICS				88	5			527	534		10.1016/j.ygeno.2006.06.003				NOV 2006	2006	So far, there is no genome-wide estimation of the mutational spectrum in humans. In this study, we systematically examined the directionality of the point mutations and maintenance of GC content in the human genome using similar to 1.8 million high-quality human single nucleotide polymorphisms and their ancestral sequences in chimpanzees. The frequency of C -> T (G -> A) changes was the highest among all mutation types and the frequency of each type of transition was approximately fourfold that of each type of transversion. In intergenic regions, when the GC content increased, the frequency of changes from G or C increased. In exons, the frequency of G:C -> A:T was the highest among the genomic categories and contributed mainly by the frequent mutations at the CpG sites. In contrast, mutations at the CpG sites, or CpG -> TpG/CpA mutations, occurred less frequently in the CpG islands relative to intergenic regions with similar GC content. Our results suggest that the GC content is overall not in equilibrium in the human genome, with a trend toward shifting the human genome to be AT rich and shifting the GC content of a region to approach the genome average. Our results, which differ from previous estimates based on limited loci or on the rodent lineage, provide the first representative and reliable mutational spectrum in the recent human genome and categorized genomic regions. (c) 2006 Elsevier Inc. All rights reserved.									41	3	0	0	32	0	42	0	2	0888-7543			WOS:000241563400001	16860534	
J	Boddu, J; Jiang, CH; Sangar, V; Olson, T; Peterson, T; Chopra, S								Comparative structural and functional characterization of sorghum and maize duplications containing orthologous myb transcription regulators of 3-deoxyflavonoid biosynthesis								PLANT MOLECULAR BIOLOGY				60	2			185	199		10.1007/s11103-005-3568-1				JAN 2006	2006	Sequence characterization of the genomic region of sorghum yellow seed1 shows the presence of two genes that are arranged in a head to tail orientation. The two duplicated gene copies, y1 and y2 are separated by a 9.084 kbp intergenic region, which is largely composed of highly repetitive sequences. The y1 is the functional copy, while the y2 may represent a pseudogene; there are several sequence indels and rearrangements within the putative coding region of y2. The y1 gene encodes a R2R3 type of Myb domain protein that regulates the expression of chalcone synthase, chalcone isomerase and dihydroflavonol reductase genes required for the biosynthesis of 3-deoxyflavonoids. Expression of y1 can be observed throughout the plant and it represents a combination of expression patterns produced by different alleles of the maize p1. Comparative sequence analysis within the coding regions and flanking sequences of y1, y2 and their maize and teosinte orthologs show local rearrangements and insertions that may have created modified regulatory regions. These micro-colinearity modifications possibly are responsible for differential patterns of expression in maize and sorghum floral and vegetative tissues. Phylogenetic analysis indicates that sorghum y1 and y2 sequences may have arisen by gene duplication mechanisms and represent an evolutionarily parallel event to the duplication of maize p2 and p1 genes.									23	4	0	0	22	0	27	0	4	0167-4412	1573-5028		WOS:000234808900003	16429259	
J	Jiang, CH; Gu, JY; Chopra, S; Gu, X; Peterson, T								Ordered origin of the typical two- and three-repeat Myb genes								GENE				326				13	22		10.1016/j.gene.2003.09.049				FEB 4 2004	2004	Myb domain proteins contain a conserved DNA-binding domain composed of one to four conserved repeat motifs. In animals, Myb proteins are encoded by a small gene family and commonly contain three repeat motifs (R1R2R3); whereas, plant Myb proteins are encoded by a very large and diverse gene family in which a motif containing two repeats (R2R3) is the most common. In contrast to the conservation in the Myb domain, other regions of Myb proteins are highly variable. To explore the evolutionary origin of Myb genes, we cloned and sequenced Myb domains from maize and sorghum, and conducted a comprehensive phylogenetic analysis of Myb genes. The results indicate that the origins of individual Myb repeats are strikingly distinct, and that the R2 repeat has evolved more slowly than the R1 and R3 repeats. However, it is not clear which repeat is the most ancient one. The evidence also suggests that R2R3 and R1R2R3 Myb genes co-existed in eukaryotes before the divergence of plants and animals. Based on our results, we propose that R1R2R3 Myb genes were derived from R2R3 Myb genes by gain of the R1 repeat through an ancient intragenic duplication; this gain model is more parsimonious than the previous proposal that R2R3 Myb genes were derived from R1R2R3 Mybs by loss of the R1 repeat. A separate group of diverse non-typical Myb proteins exhibits a polyphyletic origin and a complex evolutionary pattern. Finally, a small group of ancient Myb paralogs prior to the amplification of current Myb genes is identified. Together, these results support a new model for the ordered evolution of Myb gene family. (C) 2003 Elsevier B.V. All rights reserved.									65	7	0	0	65	0	77	2	16	0378-1119	1879-0038		WOS:000188818600002	14729259	
J	Jiang, CZ; Gu, X; Peterson, T								Identification of conserved gene structures and carboxy-terminal motifs in the Myb gene family of Arabidopsis and Oryza sativa L. ssp indica								GENOME BIOLOGY				5	7					R46	10.1186/gb-2004-5-7-r46				2004	2004	Background: Myb proteins contain a conserved DNA-binding domain composed of one to four repeat motifs ( referred to as R0R1R2R3); each repeat is approximately 50 amino acids in length, with regularly spaced tryptophan residues. Although the Myb proteins comprise one of the largest families of transcription factors in plants, little is known about the functions of most Myb genes. Here we use computational techniques to classify Myb genes on the basis of sequence similarity and gene structure, and to identify possible functional relationships among subgroups of Myb genes from Arabidopsis and rice (Oryza sativa L. ssp. indica). Results: This study analyzed 130 Myb genes from Arabidopsis and 85 from rice. The collected Myb proteins were clustered into subgroups based on sequence similarity and phylogeny. Interestingly, the exon-intron structure differed between subgroups, but was conserved in the same subgroup. Moreover, the Myb domains contained a significant excess of phase 1 and 2 introns, as well as an excess of nonsymmetric exons. Conserved motifs were detected in carboxy-terminal coding regions of Myb genes within subgroups. In contrast, no common regulatory motifs were identified in the noncoding regions. Additionally, some Myb genes with similar functions were clustered in the same subgroups. Conclusions: The distribution of introns in the phylogenetic tree suggests that Myb domains originally were compact in size; introns were inserted and the splicing sites conserved during evolution. Conserved motifs identified in the carboxy-terminal regions are specific for Myb genes, and the identified Myb gene subgroups may reflect functional conservation.									99	3	0	0	91	0	106	1	20	1474-760X			WOS:000222429500011	15239831	
J	Jiang, CZ; Song, WQ; Li, XL; Chen, RY								Studies on microdissection and microcloning of the rye chromosome 1R								ACTA BOTANICA SINICA				40	11			988	993						1998	1998	Two 1R chromosomes of Secale cereale L. were isolated from one metaphase cell by means of chromosome micro-isolation, and the chromosomal DNA was amplified adopting the cohesive adapters single primer polymerase chain reaction (CASP-PCR) technique. The CASP-PCR products were labeled as probes. The results of Southern blot hybridization confirmed that the CBSP-PCR products derived from the chromosome 1R were homologous with the genomic DNA of S. cereale. The clones of PCR products were obtained with high efficiency. Over 10 000 recombinant clones were obtained from one-tenth of the ligation mixture which was transferred into the competent E. coli DH5 alpha. The size of the inserted fragments of clones ranged from 250 bp to 500 bp. This research has established the foundation for further selection of chromosome IR markers.									3	1	0	0	3	0	3	0	2	0577-7496			WOS:000077383800002		
